serial_number,latency,timestamp
TERRA,326.535,2022-06-30 13:34:35.036900
COTA,325.417,2022-06-30 13:34:36.537321
MONA,337.269,2022-06-30 13:34:39.054246
LISA,327.022,2022-06-30 13:34:40.545164
BOSSA,325.792,2022-06-30 13:34:42.049486
NOVA,324.31,2022-06-30 13:34:43.552525
TERRA,324.48,2022-06-30 13:34:45.051051
COTA,325.144,2022-06-30 13:34:46.568334
MONA,357.823,2022-06-30 13:34:49.087937
LISA,360.263,2022-06-30 13:34:50.596382
BOSSA,327.974,2022-06-30 13:34:52.064399
NOVA,327.334,2022-06-30 13:34:53.564553
TERRA,324.41,2022-06-30 13:34:55.066874
COTA,373.882,2022-06-30 13:34:56.621318
MONA,325.35,2022-06-30 13:34:59.069821
LISA,325.369,2022-06-30 13:35:00.572225
BOSSA,493.592,2022-06-30 13:35:02.250857
NOVA,362.679,2022-06-30 13:35:03.614177
TERRA,340.965,2022-06-30 13:35:05.094303
COTA,330.611,2022-06-30 13:35:06.589956
MONA,351.98,2022-06-30 13:35:09.109819
LISA,334.682,2022-06-30 13:35:10.596341
BOSSA,324.661,2022-06-30 13:35:12.087332
NOVA,430.65,2022-06-30 13:35:13.695420
TERRA,324.449,2022-06-30 13:35:15.092335
COTA,326.378,2022-06-30 13:35:16.595562
MONA,377.27,2022-06-30 13:35:19.196154
LISA,403.617,2022-06-30 13:35:20.678619
BOSSA,323.766,2022-06-30 13:35:22.101031
NOVA,324.249,2022-06-30 13:35:23.605551
TERRA,349.96,2022-06-30 13:35:25.145375
COTA,329.704,2022-06-30 13:35:26.615913
MONA,379.292,2022-06-30 13:35:29.166561
LISA,326.994,2022-06-30 13:35:30.632059
BOSSA,325.849,2022-06-30 13:35:32.117755
NOVA,324.563,2022-06-30 13:35:33.700437
TERRA,325.071,2022-06-30 13:35:35.121732
COTA,333.498,2022-06-30 13:35:36.632578
MONA,358.163,2022-06-30 13:35:39.160842
LISA,325.463,2022-06-30 13:35:40.638177
BOSSA,328.499,2022-06-30 13:35:42.136289
NOVA,377.465,2022-06-30 13:35:43.706757
TERRA,323.136,2022-06-30 13:35:45.134915
COTA,324.581,2022-06-30 13:35:46.663442
MONA,327.229,2022-06-30 13:35:49.142784
LISA,325.396,2022-06-30 13:35:50.644070
BOSSA,375.546,2022-06-30 13:35:52.196064
NOVA,481.473,2022-06-30 13:35:54.103908
TERRA,418.281,2022-06-30 13:35:55.242048
COTA,328.664,2022-06-30 13:35:56.655429
MONA,363.394,2022-06-30 13:35:59.193317
LISA,324.462,2022-06-30 13:36:00.656484
BOSSA,323.039,2022-06-30 13:36:02.157058
NOVA,358.957,2022-06-30 13:36:03.829239
TERRA,502.146,2022-06-30 13:36:05.340519
COTA,325.245,2022-06-30 13:36:06.666551
MONA,368.474,2022-06-30 13:36:09.212325
LISA,341.244,2022-06-30 13:36:11.137410
BOSSA,353.865,2022-06-30 13:36:12.202989
NOVA,324.368,2022-06-30 13:36:13.676634
TERRA,327.693,2022-06-30 13:36:15.229971
COTA,359.41,2022-06-30 13:36:16.714849
MONA,385.849,2022-06-30 13:36:19.244443
LISA,776.07,2022-06-30 13:36:21.137145
BOSSA,324.633,2022-06-30 13:36:22.186999
NOVA,325.321,2022-06-30 13:36:23.697173
TERRA,414.022,2022-06-30 13:36:25.292209
COTA,337.469,2022-06-30 13:36:26.711000
MONA,411.571,2022-06-30 13:36:29.288301
LISA,323.774,2022-06-30 13:36:30.702878
BOSSA,351.864,2022-06-30 13:36:32.231906
NOVA,324.189,2022-06-30 13:36:33.702890
TERRA,330.165,2022-06-30 13:36:35.215626
COTA,328.344,2022-06-30 13:36:36.710227
MONA,324.832,2022-06-30 13:36:39.212708
LISA,322.992,2022-06-30 13:36:40.711256
BOSSA,336.257,2022-06-30 13:36:42.226875
NOVA,325.877,2022-06-30 13:36:43.718587
TERRA,325.843,2022-06-30 13:36:45.220242
COTA,764.882,2022-06-30 13:36:47.165018
